marker,tag,a_1311,a_1592,a_2713,a_8006,a_18178
3,1,809,600,405,634,183
3,2,818,528,383,628,182
3,3,839,581,393,686,211
3,1,807,599,405,639,181
3,2,817,528,388,627,179
3,3,840,582,393,686,210
3,1,805,597,407,639,183
3,2,814,526,379,629,189
3,3,842,583,393,685,207
3,1,802,601,403,634,182
3,2,841,527,381,628,185
3,3,846,583,394,685,208
3,1,804,593,404,640,182
3,2,904,529,384,626,192
3,3,841,581,395,688,211
3,1,805,601,401,640,189
3,2,831,528,384,626,193
3,3,840,581,393,689,208
3,1,805,402,639,183,
3,2,846,385,627,190,
3,3,844,395,686,212,
3,1,802,602,403,636,186
3,2,857,528,379,627,185
3,3,840,581,395,689,211
3,1,805,595,406,636,188
3,2,830,527,382,624,186
3,3,840,584,392,685,210
3,1,809,599,402,637,186
3,2,822,526,381,626,189
3,3,841,580,394,685,207
3,1,805,604,404,635,182
3,2,861,525,378,626,186
3,3,846,579,394,689,212
3,1,804,599,402,636,182
3,2,844,526,379,627,192
3,3,848,579,395,689,206
3,1,804,601,403,636,184
3,2,860,527,382,628,186
3,3,841,581,393,686,208
3,1,801,600,408,636,182
3,2,860,529,388,626,185
3,3,841,583,397,687,205
3,1,803,596,403,635,181
3,2,858,526,381,628,189
3,3,844,582,393,688,209
3,1,804,597,406,636,184
3,2,858,528,382,623,185
3,3,841,583,395,684,205
3,1,802,598,406,638,191
3,2,857,528,381,626,182
3,3,843,583,393,691,206
3,1,804,595,401,637,182
3,2,874,525,377,628,191
3,3,840,580,394,686,204
3,1,803,598,404,639,186
3,2,818,527,379,626,191
3,3,844,581,394,689,207
3,1,805,406,637,183,
3,2,819,378,628,190,
3,3,842,393,688,207,
3,1,805,596,405,636,183
3,2,816,527,380,628,190
3,3,840,580,394,690,208
3,1,804,601,407,636,184
3,2,846,528,379,626,186
3,3,840,580,398,688,209
3,1,804,601,402,636,183
3,2,861,529,383,629,185
3,3,845,582,398,689,206
3,1,806,602,406,636,182
3,2,833,527,386,630,183
3,3,840,584,397,687,205
3,1,807,599,403,640,187
3,2,819,525,377,628,184
3,3,840,584,397,685,207
3,1,806,594,404,636,184
3,2,849,528,378,628,181
3,3,840,582,398,687,214
3,1,805,593,402,634,184
3,2,861,529,381,626,187
3,3,841,581,391,689,206
3,1,804,600,405,633,185
3,2,860,527,382,627,184
3,3,842,583,394,689,206
3,1,805,601,404,637,183
3,2,837,528,378,628,193
3,3,842,586,397,685,212
3,1,805,596,404,637,181
3,2,849,529,382,627,192
3,3,847,580,397,688,208
3,1,810,593,405,635,183
3,2,835,526,381,628,189
3,3,841,581,394,683,208
3,1,804,596,406,638,186
3,2,821,524,381,625,193
3,3,843,578,396,686,207
3,1,806,600,407,638,184
3,2,818,526,381,628,187
3,3,845,583,395,685,211
3,1,805,596,403,635,184
3,2,816,527,380,628,184
3,3,844,580,397,688,205
3,1,803,596,404,638,188
3,2,818,528,379,626,186
3,3,840,582,397,684,204
3,1,802,595,406,637,183
3,2,816,527,378,626,190
3,3,840,582,396,685,204
3,1,804,598,406,635,189
3,2,817,526,378,627,188
3,3,847,579,394,688,208
3,1,804,593,403,638,179
3,2,819,527,385,628,189
3,3,841,580,395,685,207
3,1,803,603,402,638,185
3,2,815,526,382,628,188
3,3,842,580,393,687,205
3,1,803,597,405,639,184
3,2,816,527,386,628,184
3,3,842,583,396,686,210
3,1,801,595,405,632,180
3,2,815,526,380,625,182
3,3,841,584,396,688,207
3,1,806,599,403,637,187
3,2,817,529,378,626,193
3,3,840,580,399,687,205
3,1,802,599,404,638,183
3,2,816,527,385,628,189
3,3,845,580,394,685,209
3,1,805,596,402,638,182
3,2,816,530,380,628,187
3,3,843,583,395,690,206
3,1,805,593,406,636,181
3,2,813,529,380,627,192
3,3,842,583,391,688,208
3,1,805,597,403,633,182
3,2,813,529,381,628,187
3,3,846,579,392,688,214
3,1,804,598,406,643,186
3,2,812,530,381,632,182
3,3,840,583,395,689,212
3,1,804,600,404,642,184
3,2,811,529,381,628,183
3,3,839,583,397,686,206
3,1,807,594,402,637,189
3,2,811,526,386,628,189
3,3,842,581,395,689,201
3,1,807,597,406,638,182
3,2,816,525,385,626,193
3,3,844,584,392,687,207
3,1,802,407,637,181,
3,2,814,380,630,189,
3,3,842,395,687,211,
3,1,806,597,403,637,184
3,2,816,532,379,625,189
3,3,844,580,395,687,209
3,1,802,595,403,635,189
3,2,817,525,382,627,187
3,3,848,584,399,685,210
3,1,804,596,405,636,185
3,2,817,528,382,628,187
3,3,844,581,397,691,213
3,1,804,596,404,636,185
3,2,818,528,380,628,192
3,3,845,582,396,687,207
3,1,804,595,403,635,186
3,2,819,528,379,627,191
3,3,846,581,394,685,208
3,1,805,595,406,636,186
3,2,819,530,380,627,189
3,3,844,583,393,687,205
3,1,805,409,638,187,
3,2,817,380,629,192,
3,3,841,399,688,211,
3,1,804,593,403,634,182
3,2,818,527,381,627,189
3,3,842,582,396,688,212
3,1,805,593,404,636,186
3,2,817,530,378,627,186
3,3,841,582,397,690,211
3,1,804,599,405,638,185
3,2,817,531,383,626,183
3,3,841,582,397,686,209
3,1,806,601,405,636,188
3,2,821,528,381,628,188
3,3,840,585,397,689,216
3,1,802,600,405,632,183
3,2,820,529,379,629,184
3,3,843,582,395,687,215
3,1,805,600,404,636,182
3,2,822,528,378,626,193
3,3,845,581,398,686,209
3,1,805,598,404,636,184
3,2,818,527,379,624,186
3,3,842,580,395,687,212
3,1,805,602,404,637,181
3,2,819,529,382,628,191
3,3,841,583,393,683,205
3,1,803,597,405,634,182
3,2,820,528,380,629,189
3,3,844,582,395,685,208
3,1,804,599,405,633,184
3,2,846,529,381,626,186
3,3,842,581,397,688,203
3,1,804,600,406,637,179
3,2,835,525,382,626,183
3,3,842,580,397,687,209
3,1,804,601,402,633,187
3,2,821,528,380,628,187
3,3,848,583,393,687,207
3,1,807,599,401,636,188
3,2,822,529,383,628,188
3,3,849,579,396,690,204
3,1,807,598,406,638,185
3,2,817,530,380,628,189
3,3,840,581,399,688,209
3,1,805,593,402,637,183
3,2,817,526,385,627,193
3,3,841,583,395,688,210
3,1,805,593,404,639,184
3,2,861,528,383,626,192
3,3,842,584,398,687,208
3,1,808,600,407,635,182
3,2,818,529,384,625,187
3,3,843,580,396,688,209
3,1,806,597,404,633,181
3,2,820,529,384,625,184
3,3,843,584,395,689,206
4,1,806,594,404,639,180
4,2,818,527,386,628,184
4,3,847,581,394,685,207
4,1,806,601,401,639,189
4,2,818,527,381,625,189
4,3,844,580,397,687,208
4,1,805,599,404,635,184
4,2,818,527,383,624,185
4,3,844,582,391,689,211
4,1,806,601,402,634,185
4,2,846,526,380,625,186
4,3,840,580,393,688,206
4,1,808,601,407,634,183
4,2,834,527,378,628,182
4,3,841,581,395,688,211
4,1,802,605,403,636,181
4,2,818,531,379,627,182
4,3,840,581,397,686,208
4,1,805,598,403,635,187
4,2,822,529,384,628,191
4,3,840,583,398,690,211
4,1,805,594,408,637,189
4,2,821,528,383,628,182
4,3,841,582,398,684,208
4,1,808,595,405,636,185
4,2,820,529,380,630,181
4,3,841,579,395,689,213
4,1,803,604,403,640,180
4,2,817,526,380,625,190
4,3,840,583,395,688,207
4,1,802,599,405,639,184
4,2,812,528,384,625,190
4,3,843,579,394,687,211
4,1,802,595,403,636,177
4,2,811,529,381,626,187
4,3,841,581,394,688,210
4,1,805,602,403,633,186
4,2,815,527,376,628,184
4,3,843,580,398,686,209
4,1,803,601,406,639,180
4,2,813,529,379,627,188
4,3,842,583,400,687,211
4,1,804,600,403,639,184
4,2,816,528,378,631,194
4,3,845,582,399,687,207
4,1,806,598,405,633,183
4,2,818,527,382,628,190
4,3,840,578,396,688,209
4,1,803,598,404,633,182
4,2,820,526,387,625,184
4,3,841,583,395,687,208
4,1,804,594,408,638,182
4,2,821,529,385,628,191
4,3,841,583,396,689,207
4,1,803,595,405,637,184
4,2,818,528,383,629,188
4,3,845,581,395,686,213
4,1,802,596,404,637,186
4,2,814,525,380,627,186
4,3,839,581,391,687,208
4,1,806,601,405,636,186
4,2,845,528,382,625,190
4,3,840,582,395,687,210
4,1,803,598,405,643,182
4,2,860,526,381,627,179
4,3,843,581,393,689,204
4,1,805,602,406,637,183
4,2,859,524,384,628,187
4,3,843,581,393,689,210
4,1,805,600,405,633,183
4,2,876,530,378,627,188
4,3,839,583,392,686,212
4,1,802,600,403,631,185
4,2,819,528,383,628,191
4,3,842,582,395,688,204
4,1,803,405,637,184,
4,2,817,388,630,189,
4,3,843,397,685,210,
4,1,801,595,403,638,191
4,2,817,528,386,628,189
4,3,843,582,396,686,211
4,1,801,602,404,635,184
4,2,820,527,382,628,190
4,3,846,580,393,686,210
4,1,805,599,405,634,184
4,2,823,527,385,631,182
4,3,840,584,393,689,205
4,1,806,596,404,639,185
4,2,824,530,379,627,192
4,3,842,580,394,684,208
4,1,805,602,404,633,185
4,2,851,530,378,627,188
4,3,846,581,395,686,206
4,1,801,601,406,636,184
4,2,863,527,385,628,189
4,3,843,578,397,688,212
4,1,802,598,404,639,184
4,2,840,526,384,627,187
4,3,840,580,397,689,212
4,1,804,598,403,639,182
4,2,851,529,378,626,185
4,3,841,582,394,687,204
4,1,802,595,403,637,182
4,2,862,528,380,626,188
4,3,840,583,394,686,211
4,1,801,601,404,636,183
4,2,838,530,380,625,188
4,3,843,582,396,688,207
4,1,806,595,404,636,181
4,2,855,527,384,626,186
4,3,840,580,398,687,210
4,1,804,597,404,637,179
4,2,906,530,386,629,185
4,3,842,584,395,688,205
4,1,806,595,405,635,184
4,2,842,528,379,631,188
4,3,840,581,395,686,209
4,1,801,600,403,639,182
4,2,856,528,380,628,190
4,3,842,582,396,685,211
4,1,798,594,405,637,181
4,2,870,526,383,628,181
4,3,845,581,394,689,212
4,1,801,600,406,636,182
4,2,872,530,378,627,186
4,3,839,584,396,687,205
4,1,800,599,405,638,180
4,2,869,529,381,630,188
4,3,837,581,396,689,213
4,1,799,593,405,637,181
4,2,864,526,377,627,192
4,3,841,583,396,687,207
4,1,807,598,403,633,188
4,2,862,527,380,626,184
4,3,840,580,393,687,207
4,1,805,604,405,637,187
4,2,865,527,377,624,189
4,3,842,580,396,689,212
4,1,807,596,407,634,183
4,2,865,530,378,629,188
4,3,842,581,393,689,210
4,1,807,598,405,634,184
4,2,835,532,383,629,188
4,3,844,583,393,688,214
4,1,807,601,404,636,184
4,2,819,528,385,626,192
4,3,844,582,396,688,205
4,1,805,603,403,637,183
4,2,822,528,383,627,186
4,3,844,583,394,688,204
4,1,803,594,404,628,181
4,2,822,527,385,627,190
4,3,840,583,395,689,206
4,1,803,590,402,635,178
4,2,844,530,383,624,185
4,3,842,581,396,685,209
4,1,805,592,404,637,184
4,2,859,527,383,625,184
4,3,843,583,394,683,207
4,1,802,594,406,638,182
4,2,903,526,381,626,190
4,3,844,582,398,688,205
4,1,803,595,403,635,189
4,2,863,525,382,624,189
4,3,843,581,396,689,205
4,1,803,600,404,634,181
4,2,863,527,379,628,190
4,3,842,582,394,688,214
4,1,804,591,403,636,185
4,2,863,527,379,628,188
4,3,842,582,394,685,205
4,1,802,597,405,634,184
4,2,836,527,381,625,189
4,3,842,582,397,685,212
4,1,803,594,405,635,181
4,2,820,527,379,628,185
4,3,842,582,394,690,205
4,1,804,596,403,636,184
4,2,847,527,375,626,189
4,3,843,579,397,685,212
4,1,804,598,406,636,182
4,2,831,524,382,625,188
4,3,842,582,394,687,206
4,1,803,600,403,636,186
4,2,847,527,382,626,188
4,3,837,578,394,689,208
4,1,806,593,403,637,181
4,2,863,527,388,625,182
4,3,842,580,398,686,208
4,1,802,594,403,636,179
4,2,864,526,385,624,186
4,3,843,583,394,688,206
4,1,803,601,404,636,188
4,2,867,526,378,626,189
4,3,839,582,395,689,206
4,1,801,599,405,643,183
4,2,855,528,381,629,192
4,3,839,583,393,688,211
4,1,801,605,407,639,182
4,2,855,527,379,627,184
4,3,842,581,395,690,206
4,1,800,600,404,639,186
4,2,839,527,380,628,181
4,3,841,582,393,688,213
4,1,803,596,406,634,181
4,2,854,529,381,627,187
4,3,841,583,396,683,208
4,1,802,406,634,188,
4,2,864,381,628,187,
4,3,839,395,686,208,
4,1,803,595,406,638,186
4,2,836,531,383,626,188
4,3,845,581,393,689,210
4,1,802,595,407,634,183
4,2,825,528,380,628,189
4,3,839,582,396,687,207
4,1,805,596,407,629,182
4,2,891,525,382,628,191
4,3,840,584,397,690,209
4,1,803,594,404,636,183
4,2,836,530,378,627,192
4,3,841,582,393,687,209
4,1,803,598,403,636,180
4,2,826,528,382,627,182
4,3,840,583,397,689,210
4,1,801,592,405,633,181
4,2,868,527,385,627,189
4,3,837,583,396,689,210
4,1,803,600,406,636,188
4,2,891,529,380,628,189
4,3,836,580,394,687,212
4,1,802,596,406,636,180
4,2,905,529,387,630,188
4,3,841,583,396,683,204
4,1,807,595,406,636,187
4,2,905,526,384,625,190
4,3,839,582,395,685,210
4,1,800,599,404,636,185
4,2,842,525,379,626,191
4,3,843,586,396,685,208
4,1,802,596,404,636,183
4,2,828,527,385,628,190
4,3,844,582,394,686,207
4,1,799,600,404,637,183
4,2,830,526,386,629,188
4,3,844,582,400,689,211
4,1,804,594,401,637,189
4,2,871,529,380,631,190
4,3,845,582,396,685,207
4,1,804,597,402,636,186
4,2,892,528,378,628,186
4,3,842,583,397,682,211
4,1,801,598,402,635,188
4,2,854,529,380,628,185
4,3,842,582,396,684,209
4,1,800,598,407,637,181
4,2,902,529,380,628,187
4,3,842,578,393,688,212
4,1,802,597,404,631,183
4,2,860,528,378,628,187
4,3,839,581,395,686,208
4,1,801,595,403,635,181
4,2,903,529,378,626,188
4,3,840,584,392,688,214
4,1,803,592,406,636,187
4,2,841,529,381,626,191
4,3,841,579,397,691,205
4,1,803,600,403,637,186
4,2,851,528,376,628,183
4,3,840,581,396,687,205
4,1,804,598,405,636,183
4,2,860,530,377,626,187
4,3,840,582,394,687,213
4,1,799,601,405,637,189
4,2,841,528,378,627,183
4,3,843,583,393,688,205
4,1,800,599,404,635,183
4,2,828,527,379,625,188
4,3,840,580,395,688,210
4,1,802,594,405,639,188
4,2,825,526,376,626,185
4,3,839,581,393,688,206
4,1,803,598,405,632,182
4,2,824,528,376,625,184
4,3,838,578,396,691,206
4,1,802,593,405,634,189
4,2,823,531,379,627,185
4,3,842,584,395,687,208
4,1,801,598,406,636,185
4,2,822,527,381,626,190
4,3,843,581,398,688,204
4,1,803,595,401,633,181
4,2,821,529,380,624,186
4,3,841,581,397,690,206
4,1,803,594,405,637,181
4,2,820,530,380,629,189
4,3,840,580,396,691,206
4,1,802,595,406,637,184
4,2,848,529,379,629,185
4,3,841,583,397,685,207
4,1,804,594,403,634,184
4,2,835,529,380,626,190
4,3,840,582,393,687,214
4,1,802,598,404,633,183
4,2,822,526,382,627,187
4,3,842,581,393,684,207
4,1,803,600,402,637,186
4,2,823,526,379,629,190
4,3,840,583,400,684,212
4,1,803,598,403,637,181
4,2,846,527,379,627,191
4,3,838,582,394,687,213
4,1,803,600,404,632,187
4,2,833,527,382,625,189
4,3,842,580,395,684,206
4,1,802,595,404,634,183
4,2,845,526,381,625,189
4,3,841,581,399,685,212
4,1,804,600,407,638,182
4,2,860,529,378,626,188
4,3,840,582,397,689,212
4,1,805,595,407,639,183
4,2,838,528,383,632,189
4,3,841,583,399,690,209
4,1,802,604,408,634,188
4,2,893,527,384,629,189
4,3,843,581,399,684,209
4,1,802,595,406,636,180
4,2,859,528,381,628,190
4,3,839,582,399,689,209
4,1,803,599,408,637,183
4,2,840,529,381,625,189
4,3,839,583,395,693,210
4,1,805,598,408,638,181
4,2,825,531,381,630,191
4,3,841,582,395,688,209
4,1,801,599,407,638,180
4,2,845,528,378,628,189
4,3,840,583,393,691,206
4,1,802,600,405,641,188
4,2,843,528,381,627,187
4,3,838,582,394,689,212
4,1,800,596,404,636,183
4,2,846,526,380,623,189
4,3,841,580,392,686,206
4,1,803,593,405,638,185
4,2,858,528,380,626,187
4,3,840,583,399,687,212
4,1,805,593,404,641,182
4,2,860,530,378,628,191
4,3,839,581,398,690,205
4,1,804,599,404,634,182
4,2,857,528,379,628,188
4,3,840,584,397,684,205
4,1,804,600,406,638,187
4,2,905,527,385,626,191
4,3,840,580,397,688,207
4,1,805,599,406,632,185
4,2,879,526,382,627,190
4,3,843,582,396,687,211
4,1,802,405,636,184,
4,2,853,382,629,188,
4,3,845,393,684,204,
4,1,803,602,402,636,182
4,2,855,525,383,626,186
4,3,839,582,394,690,210
4,1,805,595,404,632,182
4,2,837,528,383,624,187
4,3,838,583,393,689,212
4,1,807,596,402,637,181
4,2,822,528,383,626,185
4,3,840,581,396,688,204
4,1,805,598,403,636,188
4,2,817,526,380,626,186
4,3,839,584,395,687,206
4,1,806,599,406,638,189
4,2,849,529,385,628,189
4,3,840,579,394,688,209
4,1,805,600,407,634,183
4,2,860,528,385,627,182
4,3,841,580,397,685,209
4,1,801,602,407,635,183
4,2,831,529,378,627,194
4,3,842,583,393,689,213
4,1,802,600,405,634,182
4,2,850,525,381,626,193
4,3,840,581,395,688,211
4,1,803,597,401,635,183
4,2,881,528,382,629,187
4,3,840,582,394,688,210
4,1,806,600,405,636,190
4,2,825,526,383,627,188
4,3,841,582,394,688,211
4,1,801,596,405,636,189
4,2,847,526,381,627,190
4,3,838,580,394,685,211
4,1,804,599,404,636,188
4,2,859,529,385,629,186
4,3,840,583,396,689,207
4,1,804,600,405,636,186
4,2,828,528,387,626,186
4,3,841,582,398,688,209
4,1,803,597,408,632,181
4,2,812,528,386,625,188
4,3,839,583,396,689,211
4,1,803,598,409,636,185
4,2,815,528,382,628,188
4,3,839,583,395,685,206
4,1,807,597,403,637,182
4,2,843,528,383,625,189
4,3,840,580,399,686,213
4,1,805,598,402,633,183
4,2,858,528,386,624,189
4,3,841,583,393,686,217
4,1,803,599,403,632,184
4,2,859,527,381,626,189
4,3,838,583,400,687,208
4,1,805,600,404,637,186
4,2,832,528,386,628,189
4,3,839,582,393,687,207
4,1,802,597,407,634,181
4,2,819,527,380,628,189
4,3,839,582,395,685,206
4,1,801,595,405,638,185
4,2,843,527,378,626,187
4,3,840,582,393,687,215
4,1,802,595,403,636,182
4,2,858,529,378,626,190
4,3,840,582,392,687,207
4,1,805,594,404,633,185
4,2,829,532,379,626,182
4,3,839,581,395,690,204
4,1,806,594,406,634,185
4,2,817,529,381,627,189
4,3,841,583,394,688,214
4,1,805,594,405,633,185
4,2,818,527,382,630,186
4,3,841,581,397,690,204
4,1,805,595,404,635,180
4,2,844,527,382,628,189
4,3,841,583,395,685,207
4,1,801,603,403,632,183
4,2,829,530,383,625,184
4,3,840,580,392,687,213
4,1,803,594,407,633,188
4,2,843,528,385,629,186
4,3,842,581,394,690,215
4,1,807,596,403,635,181
4,2,858,530,378,626,192
4,3,840,580,393,688,210
4,1,803,601,404,640,184
4,2,856,530,381,627,185
4,3,843,584,395,687,207
4,1,804,599,406,636,186
4,2,858,530,379,628,184
4,3,844,581,394,687,202
4,1,805,595,405,636,181
4,2,880,525,380,627,183
4,3,843,582,392,688,212
4,1,807,602,402,639,183
4,2,825,524,385,628,184
4,3,842,583,394,684,212
4,1,802,598,407,638,185
4,2,822,528,380,629,186
4,3,843,583,397,686,204
4,1,800,599,403,631,183
4,2,843,530,387,627,186
4,3,843,581,397,688,208
4,1,804,600,405,635,181
4,2,904,528,386,626,188
4,3,841,583,395,690,214
4,1,803,598,406,635,184
4,2,872,529,384,629,185
4,3,840,583,397,687,214
4,1,806,598,407,639,186
4,2,888,526,377,628,183
4,3,839,580,399,689,210
4,1,802,598,406,638,181
4,2,860,528,377,624,185
4,3,839,583,395,686,206
4,1,802,593,405,642,181
4,2,904,529,382,626,187
4,3,842,581,393,685,206
4,1,808,596,404,638,189
4,2,840,532,381,628,186
4,3,844,583,393,690,209
4,1,804,598,402,636,186
4,2,824,527,378,628,189
4,3,844,582,396,687,212
4,1,802,597,401,638,182
4,2,843,526,384,625,187
4,3,840,584,396,688,212
4,1,803,403,636,189,
4,2,859,383,623,184,
4,3,841,394,690,208,
4,1,803,599,402,634,182
4,2,862,526,383,627,191
4,3,845,581,397,689,207
4,1,806,595,404,639,186
4,2,907,526,382,629,190
4,3,846,582,394,687,204
4,1,803,598,407,638,181
4,2,902,529,380,626,188
4,3,843,581,392,686,206
4,1,803,601,404,637,186
4,2,858,528,379,624,189
4,3,843,584,396,689,206
4,1,805,598,403,635,184
4,2,905,528,385,625,189
4,3,842,583,398,691,211
4,1,802,600,405,638,182
4,2,904,527,379,628,184
4,3,842,581,395,689,206
4,1,802,593,403,636,184
4,2,903,530,382,627,180
4,3,842,584,392,687,212
4,1,806,596,403,636,185
4,2,903,527,380,626,188
4,3,843,582,398,685,214
4,1,801,593,403,634,183
4,2,876,529,382,624,190
4,3,842,583,395,687,213
4,1,804,592,405,636,182
4,2,841,528,381,627,193
4,3,843,584,396,688,211
4,1,803,594,409,640,183
4,2,907,525,379,627,192
4,3,843,582,394,687,207
4,1,802,595,409,638,180
4,2,831,527,387,626,189
4,3,843,581,394,687,205
4,1,803,599,404,640,182
4,2,846,528,383,627,185
4,3,843,584,397,684,204
4,1,804,597,404,639,189
4,2,860,527,382,629,182
4,3,839,580,395,687,206
4,1,806,596,404,634,185
4,2,861,530,381,627,190
4,3,843,582,397,688,206
4,1,802,598,406,637,186
4,2,864,528,380,626,182
4,3,840,582,392,688,212
4,1,802,598,404,635,186
4,2,842,528,628,186,
4,3,841,582,395,685,207
4,1,804,604,401,630,187
4,2,830,526,381,628,189
4,3,841,580,397,687,204
4,1,808,603,401,637,186
4,2,850,526,381,627,187
4,3,839,580,396,691,204
4,1,804,594,402,635,179
4,2,859,527,382,626,183
4,3,838,581,396,687,206
4,1,804,403,634,182,
4,2,832,379,627,187,
4,3,843,393,688,207,
4,1,805,404,641,183,
4,2,846,380,629,191,
4,3,840,397,686,206,
4,1,807,597,405,636,183
4,2,905,528,382,628,184
4,3,840,580,396,687,208
4,1,809,601,404,636,186
4,2,859,526,385,627,184
4,3,839,583,396,686,209
4,1,803,598,403,634,187
4,2,827,527,379,626,189
4,3,843,581,393,685,214
4,1,806,600,407,634,185
4,2,813,526,379,631,183
4,3,840,582,397,684,214
4,1,802,595,408,634,182
4,2,813,527,386,629,187
4,3,841,580,399,690,210
4,1,803,594,405,636,184
4,2,812,529,387,630,186
4,3,840,582,394,688,212
4,1,804,597,404,639,182
4,2,813,528,380,627,187
4,3,845,583,394,687,209
4,1,802,595,405,638,185
4,2,815,528,383,628,187
4,3,838,582,396,685,206
4,1,807,596,406,638,184
4,2,814,529,382,627,183
4,3,840,585,392,686,204
4,1,805,597,408,637,189
4,2,843,528,381,625,190
4,3,840,583,392,688,202
4,1,807,595,408,639,181
4,2,830,529,382,627,184
4,3,842,582,395,687,206
4,1,804,599,407,639,184
4,2,813,525,384,626,186
4,3,845,581,395,688,213
4,1,802,598,404,636,181
4,2,816,529,387,627,186
4,3,843,583,394,686,214
4,1,805,595,405,640,186
4,2,814,528,383,625,183
4,3,844,583,393,685,204
4,1,803,601,403,642,183
4,2,813,528,379,625,183
4,3,844,585,397,685,204
4,1,806,599,406,636,182
4,2,841,526,380,629,186
4,3,848,579,394,689,206
4,1,804,593,403,636,187
4,2,833,529,383,630,186
4,3,843,581,391,688,207
4,1,803,591,405,643,181
4,2,843,528,381,631,193
4,3,845,582,393,688,211
4,1,801,593,408,637,181
4,2,829,524,379,626,192
4,3,844,582,394,686,215
4,1,804,595,408,636,186
4,2,847,526,381,627,187
4,3,845,580,393,688,216
4,1,803,602,406,637,182
4,2,833,526,384,624,189
4,3,844,584,396,685,209
4,1,802,408,635,183,
4,2,844,383,624,187,
4,3,842,394,690,210,
4,1,811,600,407,636,180
4,2,833,528,381,627,187
4,3,843,582,397,688,211
4,1,802,598,404,639,182
4,2,887,525,379,628,192
4,3,843,584,394,689,211
4,1,808,593,403,638,182
4,2,830,525,384,626,182
4,3,842,579,392,688,204
4,1,802,599,403,636,184
4,2,845,529,379,628,189
4,3,844,581,394,686,208
4,1,800,600,406,184,
4,2,832,527,377,187,
4,3,847,582,393,214,
4,1,805,599,405,636,180
4,2,844,527,386,625,185
4,3,840,583,395,687,216
4,1,806,595,405,632,183
4,2,832,528,385,625,191
4,3,841,581,396,687,212
4,1,806,600,407,637,183
4,2,842,528,384,629,188
4,3,843,581,394,689,207
4,1,801,600,405,637,183
4,2,828,529,380,631,189
4,3,839,583,395,690,212
4,1,804,598,405,636,185
4,2,858,530,379,628,185
4,3,844,582,396,687,207
4,1,806,601,404,637,189
4,2,812,529,385,628,189
4,3,840,584,393,687,206
4,1,805,601,403,638,184
4,2,817,526,379,628,184
4,3,843,581,395,683,214
4,1,802,597,404,636,178
4,2,840,529,378,626,189
4,3,839,581,398,686,209
4,1,808,595,406,632,182
4,2,859,528,381,626,188
4,3,841,580,397,688,206
4,1,805,597,405,636,181
4,2,828,529,378,628,183
4,3,840,582,393,687,211
4,1,803,599,404,637,181
4,2,816,528,378,627,186
4,3,843,579,395,688,206
4,1,805,598,404,633,182
4,2,844,529,380,623,189
4,3,840,583,393,688,208
4,1,803,596,402,637,185
4,2,831,530,376,628,187
4,3,845,583,395,689,212
4,1,801,602,405,636,185
4,2,843,527,381,628,189
4,3,839,581,393,686,204
4,1,802,598,402,638,181
4,2,829,526,378,628,189
4,3,842,583,399,687,206
4,1,803,600,403,635,184
4,2,818,527,382,628,188
4,3,845,582,395,687,207
4,1,803,603,404,636,186
4,2,843,528,379,627,187
4,3,840,584,395,686,209
4,1,806,597,406,636,185
4,2,832,530,384,628,184
4,3,842,581,396,686,208
4,1,802,595,405,639,185
4,2,842,529,383,631,184
4,3,840,581,396,688,203
4,1,803,598,406,633,181
4,2,858,528,383,626,190
4,3,842,581,393,686,214
4,1,804,598,404,637,181
4,2,859,530,380,626,186
4,3,841,579,392,686,202
4,1,804,595,403,633,189
4,2,832,527,381,628,188
4,3,841,583,393,688,210
4,1,802,595,404,636,184
4,2,860,529,382,628,189
4,3,840,583,397,688,213
4,1,805,597,403,637,187
4,2,843,527,379,627,188
4,3,847,580,395,688,209
4,1,802,602,405,637,184
4,2,831,527,382,626,187
4,3,839,581,394,689,211
4,1,806,593,403,635,188
4,2,815,527,385,627,186
4,3,842,580,394,689,207
4,1,802,595,403,636,181
4,2,815,527,383,626,191
4,3,840,583,398,685,208
4,1,803,598,403,634,185
4,2,815,528,381,630,183
4,3,840,585,396,684,210
4,1,802,597,407,633,181
4,2,812,530,377,628,188
4,3,840,577,398,686,209
4,1,808,593,403,637,183
4,2,814,528,380,627,188
4,3,842,585,398,688,209
4,1,804,597,408,638,182
4,2,814,526,383,626,183
4,3,841,584,394,686,210
4,1,803,598,406,636,188
4,2,814,527,383,630,191
4,3,846,583,396,688,209
4,1,805,602,407,636,188
4,2,816,529,380,626,190
4,3,842,582,396,687,212
4,1,802,597,405,635,185
4,2,811,529,385,628,181
4,3,838,581,395,688,209
4,1,810,600,407,639,186
4,2,844,526,381,627,185
4,3,842,582,394,688,212
4,1,802,597,403,642,181
4,2,830,527,382,626,186
4,3,843,584,393,689,209
4,1,803,599,405,637,190
4,2,814,530,378,627,191
4,3,839,581,393,688,207
4,1,806,598,407,636,182
4,2,811,526,383,628,186
4,3,838,582,395,687,207
4,1,803,599,403,635,186
4,2,812,526,383,626,187
4,3,844,584,399,688,207
4,1,802,604,403,636,191
4,2,814,528,377,629,189
4,3,840,582,398,691,206
4,1,802,602,403,636,182
4,2,840,529,380,627,191
4,3,840,583,396,688,208
4,1,801,594,403,636,183
4,2,827,528,381,626,184
4,3,840,583,395,690,208
4,1,807,598,402,636,181
4,2,812,524,384,628,187
4,3,840,584,397,686,205
4,1,801,598,402,638,181
