marker,time,tag,x,y,z,anchors,a_1311,a_1592,a_2713,a_8006,a_18178
0,42:30.5,52630,1623,1970,0,5,187,885,1116,403,818
0,42:30.5,1,1593,1913,0,5,207,871,1069,373,822
0,42:30.5,2,1613,1979,0,5,205,875,1085,417,825
0,42:30.5,52630,1625,1971,0,5,189,881,1115,399,821
0,42:30.6,1,1593,1913,0,5,205,870,1069,376,828
0,42:30.6,2,1615,1996,0,5,208,874,1079,408,822
0,42:30.6,52630,1626,1972,0,5,186,884,1116,396,818
0,42:30.7,1,1593,1912,0,5,204,871,1074,375,822
0,42:30.7,2,1614,1991,0,5,207,874,1083,419,825
0,42:30.7,52630,1627,1973,0,5,186,883,1121,400,819
0,42:30.8,1,1593,1912,0,5,208,873,1071,372,822
0,42:30.8,2,1613,1986,0,5,210,872,1083,411,825
0,42:30.8,52630,1628,1974,0,5,185,883,1115,397,817
0,42:30.8,1,1593,1911,0,5,203,872,1068,376,824
0,42:30.8,2,1612,1977,0,5,210,876,1081,422,828
0,42:30.8,52630,1628,1974,0,5,189,881,1116,397,818
