,position,anchor_1,anchor_2,anchor_3,anchor_4,anchor_5,tag
4297,2,,498.0,224.0,872.0,399.0,2
4298,2,,490.0,222.0,836.0,368.0,3
4299,2,,463.0,189.0,802.0,382.0,1
4300,2,,498.0,226.0,866.0,401.0,2
4301,2,,485.0,222.0,818.0,365.0,3
4302,2,,459.0,189.0,800.0,379.0,1
4303,2,,497.0,224.0,871.0,405.0,2
4304,2,,487.0,224.0,820.0,369.0,3
4305,2,,459.0,189.0,795.0,378.0,1
4306,2,,499.0,224.0,876.0,399.0,2
4307,2,,484.0,224.0,829.0,369.0,3
4308,2,,460.0,190.0,798.0,377.0,1
4309,2,,498.0,222.0,877.0,401.0,2
4310,2,,484.0,223.0,821.0,365.0,3
4311,2,,466.0,189.0,803.0,384.0,1
4312,2,,499.0,225.0,866.0,407.0,2
4313,2,,483.0,223.0,816.0,362.0,3
4314,2,,,189.0,796.0,378.0,1
4315,2,,,225.0,878.0,401.0,2
4316,2,,,227.0,817.0,369.0,3
4317,2,,461.0,189.0,798.0,376.0,1
4318,2,,496.0,227.0,874.0,401.0,2
4319,2,,485.0,225.0,824.0,371.0,3
4320,2,,463.0,187.0,799.0,383.0,1
4321,2,,497.0,220.0,878.0,408.0,2
4322,2,,484.0,224.0,823.0,370.0,3
4323,2,,459.0,189.0,802.0,379.0,1
4324,2,,498.0,224.0,872.0,403.0,2
4325,2,,483.0,228.0,828.0,369.0,3
4326,2,,464.0,191.0,796.0,378.0,1
4327,2,,499.0,222.0,874.0,402.0,2
4328,2,,485.0,223.0,826.0,367.0,3
4329,2,,468.0,191.0,800.0,375.0,1
4330,2,,496.0,221.0,869.0,401.0,2
4331,2,,487.0,225.0,817.0,365.0,3
4332,2,,459.0,188.0,801.0,377.0,1
4333,2,,495.0,224.0,871.0,401.0,2
4334,2,,484.0,225.0,820.0,365.0,3
4335,2,,461.0,188.0,798.0,381.0,1
4336,2,,497.0,227.0,870.0,401.0,2
4337,2,,487.0,225.0,821.0,365.0,3
4338,2,,460.0,189.0,802.0,385.0,1
4339,2,,498.0,224.0,867.0,403.0,2
4340,2,,485.0,225.0,823.0,370.0,3
4341,2,,462.0,189.0,,378.0,1
4342,2,,499.0,226.0,,403.0,2
4343,2,,486.0,223.0,,368.0,3
4344,2,,462.0,188.0,799.0,378.0,1
4345,2,,495.0,230.0,875.0,398.0,2
4346,2,,484.0,225.0,827.0,363.0,3
4347,2,,462.0,189.0,800.0,379.0,1
4348,2,,497.0,227.0,869.0,403.0,2
4349,2,,485.0,221.0,817.0,366.0,3
4350,2,,461.0,190.0,795.0,372.0,1
4351,2,,497.0,229.0,874.0,402.0,2
4352,2,,485.0,225.0,832.0,368.0,3
4353,2,,467.0,190.0,802.0,378.0,1
4354,2,,498.0,226.0,870.0,399.0,2
4355,2,,483.0,226.0,824.0,370.0,3
4356,2,,461.0,187.0,799.0,379.0,1
4357,2,,497.0,230.0,870.0,404.0,2
4358,2,,482.0,229.0,827.0,366.0,3
4359,2,,461.0,190.0,802.0,380.0,1
4360,2,,499.0,230.0,867.0,402.0,2
4361,2,,484.0,228.0,818.0,366.0,3
4362,2,,457.0,190.0,799.0,379.0,1
4363,2,,498.0,220.0,870.0,401.0,2
4364,2,,486.0,226.0,829.0,365.0,3
4365,2,,462.0,189.0,795.0,377.0,1
4366,2,,500.0,222.0,872.0,406.0,2
4367,2,,490.0,224.0,815.0,368.0,3
4368,2,,462.0,190.0,802.0,374.0,1
4369,2,,500.0,224.0,874.0,401.0,2
4370,2,,484.0,224.0,829.0,371.0,3
4371,2,,459.0,188.0,799.0,382.0,1
4372,2,,498.0,225.0,864.0,398.0,2
4373,2,,481.0,226.0,820.0,366.0,3
4374,2,,462.0,187.0,801.0,375.0,1
4375,2,,499.0,226.0,870.0,399.0,2
4376,2,,484.0,223.0,819.0,363.0,3
4377,2,,463.0,188.0,800.0,373.0,1
4378,2,,494.0,224.0,845.0,403.0,2
4379,2,,484.0,223.0,817.0,367.0,3
4380,2,,457.0,189.0,801.0,383.0,1
4381,2,,498.0,223.0,869.0,400.0,2
4382,2,,486.0,228.0,821.0,365.0,3
4383,2,,459.0,187.0,798.0,382.0,1
4384,2,,498.0,226.0,872.0,399.0,2
4385,2,,487.0,228.0,817.0,367.0,3
4386,2,,461.0,187.0,796.0,377.0,1
4387,2,,496.0,227.0,869.0,404.0,2
4388,2,,490.0,224.0,825.0,366.0,3
4389,2,,459.0,187.0,801.0,374.0,1
4390,2,,499.0,226.0,865.0,402.0,2
4391,2,,482.0,222.0,823.0,370.0,3
4392,2,,458.0,189.0,798.0,376.0,1
4393,2,,498.0,223.0,869.0,398.0,2
4394,2,,479.0,225.0,813.0,369.0,3
4395,2,,459.0,192.0,798.0,381.0,1
4396,2,,501.0,230.0,872.0,404.0,2
4397,2,,483.0,227.0,830.0,363.0,3
4398,2,,456.0,190.0,796.0,378.0,1
4399,2,,498.0,228.0,872.0,402.0,2
4400,2,,486.0,224.0,830.0,364.0,3
4401,2,,459.0,189.0,802.0,374.0,1
4402,2,,497.0,226.0,871.0,400.0,2
4403,2,,481.0,226.0,828.0,366.0,3
4404,2,,460.0,192.0,801.0,375.0,1
4405,2,,500.0,224.0,870.0,399.0,2
4406,2,,487.0,228.0,827.0,369.0,3
4407,2,,457.0,189.0,803.0,381.0,1
4408,2,,499.0,224.0,848.0,403.0,2
4409,2,,487.0,222.0,837.0,369.0,3
4410,2,,456.0,189.0,799.0,377.0,1
4411,2,,498.0,223.0,868.0,403.0,2
4412,2,,484.0,222.0,827.0,365.0,3
4413,2,,465.0,189.0,797.0,374.0,1
4414,2,,497.0,223.0,857.0,400.0,2
4415,2,,485.0,227.0,829.0,366.0,3
4416,2,,460.0,189.0,801.0,381.0,1
4417,2,,495.0,224.0,848.0,405.0,2
4418,2,,486.0,225.0,834.0,366.0,3
4419,2,,463.0,186.0,797.0,378.0,1
4420,2,,497.0,222.0,869.0,401.0,2
4421,2,,484.0,222.0,822.0,364.0,3
4422,2,,461.0,191.0,800.0,382.0,1
4423,2,,494.0,227.0,873.0,403.0,2
4424,2,,484.0,225.0,816.0,367.0,3
4425,2,,460.0,189.0,795.0,378.0,1
4426,2,,499.0,222.0,866.0,402.0,2
4427,2,,487.0,226.0,821.0,370.0,3
4428,2,,459.0,185.0,799.0,376.0,1
4429,2,,498.0,223.0,871.0,406.0,2
4430,2,,482.0,225.0,815.0,370.0,3
4431,2,,459.0,189.0,795.0,376.0,1
4432,2,,499.0,228.0,871.0,403.0,2
4433,2,,484.0,229.0,820.0,367.0,3
4434,3,832.0,526.0,365.0,631.0,193.0,1
4435,3,823.0,565.0,396.0,656.0,184.0,2
4436,3,817.0,571.0,389.0,625.0,218.0,3
4437,3,830.0,524.0,363.0,631.0,194.0,1
4438,3,823.0,567.0,402.0,658.0,180.0,2
4439,3,820.0,569.0,392.0,629.0,218.0,3
4440,3,835.0,525.0,370.0,630.0,194.0,1
4441,3,832.0,566.0,397.0,658.0,187.0,2
4442,3,816.0,568.0,388.0,624.0,215.0,3
4443,3,833.0,528.0,371.0,629.0,197.0,1
4444,3,825.0,567.0,397.0,658.0,183.0,2
4445,3,817.0,568.0,388.0,623.0,212.0,3
4446,3,832.0,528.0,370.0,631.0,196.0,1
4447,3,871.0,570.0,396.0,658.0,185.0,2
4448,3,817.0,570.0,388.0,628.0,213.0,3
4449,3,836.0,530.0,368.0,631.0,193.0,1
4450,3,822.0,569.0,396.0,657.0,184.0,2
4451,3,821.0,570.0,391.0,627.0,217.0,3
4452,3,831.0,526.0,366.0,633.0,195.0,1
4453,3,828.0,567.0,395.0,658.0,190.0,2
4454,3,819.0,570.0,389.0,628.0,218.0,3
4455,3,836.0,526.0,366.0,630.0,197.0,1
4456,3,832.0,567.0,398.0,659.0,188.0,2
4457,3,818.0,570.0,389.0,626.0,218.0,3
4458,3,833.0,524.0,365.0,632.0,200.0,1
4459,3,829.0,568.0,398.0,661.0,186.0,2
4460,3,816.0,570.0,391.0,627.0,218.0,3
4461,3,841.0,526.0,369.0,631.0,196.0,1
4462,3,827.0,567.0,396.0,657.0,190.0,2
4463,3,817.0,571.0,390.0,625.0,213.0,3
4464,3,836.0,525.0,364.0,631.0,194.0,1
4465,3,823.0,568.0,397.0,657.0,186.0,2
4466,3,819.0,569.0,389.0,628.0,214.0,3
4467,3,833.0,525.0,368.0,631.0,196.0,1
4468,3,836.0,568.0,401.0,659.0,182.0,2
4469,3,816.0,572.0,388.0,627.0,216.0,3
4470,3,836.0,522.0,365.0,631.0,196.0,1
4471,3,820.0,568.0,393.0,658.0,180.0,2
4472,3,814.0,574.0,393.0,630.0,215.0,3
4473,3,827.0,526.0,368.0,630.0,197.0,1
4474,3,828.0,568.0,390.0,656.0,190.0,2
4475,3,815.0,574.0,391.0,627.0,213.0,3
4476,3,835.0,525.0,367.0,632.0,201.0,1
4477,3,831.0,563.0,396.0,656.0,185.0,2
4478,3,813.0,570.0,392.0,632.0,217.0,3
4479,3,833.0,524.0,364.0,630.0,203.0,1
4480,3,874.0,568.0,398.0,658.0,186.0,2
4481,3,815.0,573.0,390.0,628.0,219.0,3
4482,3,833.0,526.0,364.0,633.0,205.0,1
4483,3,823.0,565.0,396.0,660.0,190.0,2
4484,3,817.0,575.0,392.0,632.0,217.0,3
4485,3,832.0,527.0,371.0,634.0,200.0,1
4486,3,834.0,567.0,398.0,656.0,188.0,2
4487,3,818.0,573.0,393.0,628.0,215.0,3
4488,3,833.0,528.0,366.0,631.0,197.0,1
4489,3,829.0,568.0,397.0,655.0,191.0,2
4490,3,818.0,570.0,390.0,628.0,214.0,3
4491,3,836.0,525.0,367.0,632.0,199.0,1
4492,3,831.0,567.0,399.0,660.0,184.0,2
4493,3,813.0,569.0,390.0,629.0,220.0,3
4494,3,833.0,529.0,371.0,633.0,202.0,1
4495,3,823.0,567.0,396.0,657.0,185.0,2
4496,3,815.0,568.0,392.0,631.0,214.0,3
4497,3,833.0,526.0,368.0,635.0,200.0,1
4498,3,830.0,567.0,390.0,655.0,185.0,2
4499,3,814.0,571.0,388.0,627.0,217.0,3
4500,3,832.0,523.0,367.0,634.0,198.0,1
4501,3,833.0,568.0,394.0,657.0,189.0,2
4502,3,817.0,568.0,391.0,623.0,221.0,3
4503,3,828.0,522.0,369.0,633.0,196.0,1
4504,3,829.0,567.0,397.0,657.0,186.0,2
4505,3,817.0,571.0,391.0,631.0,215.0,3
4506,3,828.0,529.0,365.0,630.0,197.0,1
4507,3,827.0,566.0,398.0,655.0,195.0,2
4508,3,814.0,571.0,394.0,629.0,214.0,3
4509,3,828.0,529.0,368.0,631.0,193.0,1
4510,3,832.0,568.0,395.0,653.0,186.0,2
4511,3,812.0,568.0,389.0,629.0,217.0,3
4512,3,832.0,528.0,366.0,633.0,192.0,1
4513,3,829.0,569.0,395.0,664.0,184.0,2
4514,3,814.0,570.0,389.0,626.0,219.0,3
4515,3,831.0,527.0,366.0,634.0,193.0,1
4516,3,821.0,566.0,400.0,654.0,184.0,2
4517,3,814.0,574.0,393.0,627.0,214.0,3
4518,3,837.0,527.0,369.0,631.0,198.0,1
4519,3,817.0,566.0,399.0,657.0,188.0,2
4520,3,816.0,572.0,392.0,628.0,218.0,3
4521,3,831.0,527.0,366.0,634.0,200.0,1
4522,3,824.0,568.0,400.0,659.0,190.0,2
4523,3,817.0,571.0,389.0,628.0,216.0,3
4524,3,833.0,530.0,371.0,,197.0,1
4525,3,824.0,566.0,396.0,,189.0,2
4526,3,818.0,569.0,389.0,,213.0,3
4527,3,826.0,524.0,367.0,631.0,195.0,1
4528,3,821.0,567.0,396.0,658.0,188.0,2
4529,3,817.0,571.0,387.0,626.0,218.0,3
4530,3,824.0,525.0,369.0,631.0,193.0,1
4531,3,820.0,566.0,398.0,655.0,177.0,2
4532,3,819.0,573.0,389.0,629.0,216.0,3
4533,3,826.0,525.0,370.0,632.0,196.0,1
4534,3,829.0,569.0,397.0,660.0,187.0,2
4535,3,817.0,573.0,391.0,627.0,214.0,3
4536,3,824.0,525.0,364.0,630.0,196.0,1
4537,3,833.0,567.0,396.0,658.0,187.0,2
4538,3,817.0,572.0,391.0,628.0,217.0,3
4539,3,831.0,522.0,365.0,632.0,193.0,1
4540,3,832.0,566.0,397.0,658.0,189.0,2
4541,3,820.0,570.0,390.0,629.0,213.0,3
4542,3,832.0,522.0,369.0,633.0,201.0,1
4543,3,832.0,569.0,397.0,660.0,183.0,2
4544,3,816.0,568.0,390.0,628.0,216.0,3
4545,3,827.0,529.0,369.0,640.0,196.0,1
4546,3,825.0,566.0,393.0,658.0,184.0,2
4547,3,815.0,572.0,394.0,630.0,221.0,3
4548,3,831.0,528.0,365.0,631.0,194.0,1
4549,3,825.0,565.0,393.0,656.0,182.0,2
4550,3,818.0,572.0,395.0,628.0,215.0,3
4551,3,827.0,525.0,369.0,632.0,192.0,1
4552,3,860.0,567.0,393.0,656.0,190.0,2
4553,3,817.0,570.0,387.0,627.0,214.0,3
4554,3,830.0,525.0,368.0,632.0,194.0,1
4555,3,839.0,564.0,394.0,657.0,185.0,2
4556,3,816.0,571.0,387.0,628.0,213.0,3
4557,3,832.0,,366.0,631.0,197.0,1
4558,3,827.0,,394.0,653.0,193.0,2
4559,3,815.0,,393.0,629.0,215.0,3
4560,3,833.0,527.0,367.0,632.0,195.0,1
4561,3,826.0,566.0,394.0,658.0,181.0,2
4562,3,815.0,569.0,391.0,629.0,216.0,3
4563,3,827.0,526.0,364.0,632.0,191.0,1
4564,3,826.0,568.0,395.0,658.0,189.0,2
4565,3,815.0,569.0,393.0,627.0,217.0,3
4566,3,829.0,525.0,366.0,631.0,194.0,1
4567,3,826.0,568.0,402.0,657.0,187.0,2
4568,3,817.0,572.0,388.0,627.0,218.0,3
4569,3,829.0,525.0,369.0,631.0,193.0,1
4570,3,826.0,567.0,395.0,659.0,187.0,2
4571,3,817.0,571.0,392.0,628.0,214.0,3
4572,3,831.0,525.0,371.0,631.0,195.0,1
4573,3,832.0,568.0,397.0,659.0,184.0,2
4574,3,817.0,570.0,392.0,623.0,221.0,3
4575,3,831.0,528.0,365.0,633.0,196.0,1
4576,3,828.0,568.0,395.0,657.0,192.0,2
4577,3,814.0,571.0,393.0,628.0,212.0,3
4578,3,833.0,526.0,367.0,633.0,197.0,1
4579,3,829.0,569.0,395.0,660.0,187.0,2
4580,3,816.0,569.0,390.0,629.0,218.0,3
4581,3,831.0,523.0,367.0,632.0,201.0,1
4582,3,822.0,566.0,394.0,660.0,190.0,2
4583,3,816.0,573.0,389.0,627.0,212.0,3
4584,3,831.0,521.0,367.0,631.0,200.0,1
4585,3,830.0,567.0,395.0,657.0,186.0,2
4586,3,819.0,571.0,390.0,627.0,215.0,3
4587,3,830.0,524.0,365.0,631.0,197.0,1
4588,3,819.0,566.0,389.0,656.0,184.0,2
4589,3,818.0,573.0,389.0,625.0,212.0,3
4590,3,834.0,523.0,366.0,631.0,197.0,1
4591,3,818.0,568.0,391.0,658.0,184.0,2
4592,3,819.0,570.0,391.0,627.0,217.0,3
4593,3,832.0,529.0,364.0,631.0,203.0,1
4594,3,821.0,568.0,396.0,656.0,182.0,2
4595,3,818.0,573.0,391.0,628.0,214.0,3
4596,3,828.0,528.0,367.0,633.0,200.0,1
4597,3,825.0,569.0,394.0,658.0,181.0,2
4598,3,820.0,571.0,389.0,627.0,222.0,3
4599,3,833.0,531.0,367.0,629.0,200.0,1
4600,3,826.0,569.0,396.0,658.0,188.0,2
4601,3,818.0,570.0,391.0,626.0,212.0,3
4602,3,830.0,527.0,367.0,632.0,199.0,1
4603,3,829.0,568.0,399.0,657.0,181.0,2
4604,3,817.0,571.0,390.0,628.0,215.0,3
4605,3,825.0,527.0,365.0,633.0,196.0,1
4606,3,833.0,567.0,399.0,661.0,184.0,2
4607,3,818.0,573.0,390.0,628.0,215.0,3
4608,3,832.0,527.0,366.0,632.0,195.0,1
4609,3,820.0,567.0,396.0,656.0,183.0,2
4610,3,819.0,571.0,394.0,633.0,219.0,3
4611,3,836.0,522.0,371.0,634.0,191.0,1
4612,3,876.0,564.0,394.0,655.0,191.0,2
4613,3,817.0,570.0,395.0,628.0,215.0,3
4614,3,833.0,525.0,367.0,631.0,192.0,1
4615,3,828.0,569.0,396.0,658.0,183.0,2
4616,3,816.0,571.0,390.0,635.0,216.0,3
4617,3,832.0,525.0,369.0,630.0,193.0,1
4618,3,825.0,568.0,395.0,657.0,187.0,2
4619,3,814.0,571.0,390.0,628.0,215.0,3
4620,3,837.0,522.0,365.0,633.0,195.0,1
4621,3,831.0,568.0,391.0,658.0,187.0,2
4622,3,818.0,571.0,392.0,626.0,215.0,3
4623,3,831.0,521.0,366.0,632.0,190.0,1
4624,3,833.0,568.0,392.0,655.0,184.0,2
4625,3,823.0,571.0,393.0,626.0,219.0,3
4626,3,826.0,522.0,365.0,633.0,195.0,1
4627,3,819.0,569.0,395.0,656.0,187.0,2
4628,3,820.0,572.0,390.0,626.0,212.0,3
4629,3,828.0,522.0,367.0,631.0,196.0,1
4630,3,822.0,568.0,395.0,658.0,189.0,2
4631,3,819.0,569.0,392.0,628.0,215.0,3
4632,3,832.0,527.0,368.0,632.0,201.0,1
4633,3,828.0,568.0,396.0,655.0,187.0,2
4634,3,817.0,570.0,393.0,628.0,214.0,3
4635,3,835.0,526.0,366.0,630.0,199.0,1
4636,3,821.0,568.0,397.0,656.0,189.0,2
4637,3,818.0,573.0,393.0,635.0,217.0,3
4638,3,832.0,526.0,367.0,630.0,197.0,1
4639,3,826.0,568.0,394.0,656.0,190.0,2
4640,3,844.0,571.0,389.0,624.0,216.0,3
4641,3,828.0,523.0,367.0,633.0,197.0,1
4642,3,824.0,568.0,397.0,658.0,187.0,2
4643,3,830.0,570.0,392.0,628.0,215.0,3
4644,3,831.0,526.0,369.0,632.0,198.0,1
4645,3,830.0,568.0,397.0,662.0,189.0,2
4646,3,818.0,573.0,391.0,624.0,219.0,3
4647,3,829.0,520.0,368.0,631.0,197.0,1
4648,3,820.0,568.0,395.0,656.0,183.0,2
4649,3,817.0,571.0,391.0,627.0,213.0,3
4650,3,831.0,525.0,363.0,633.0,196.0,1
4651,3,822.0,564.0,392.0,658.0,190.0,2
4652,3,817.0,573.0,390.0,625.0,217.0,3
4653,3,833.0,525.0,369.0,631.0,196.0,1
4654,3,820.0,569.0,393.0,658.0,188.0,2
4655,3,822.0,571.0,391.0,628.0,216.0,3
4656,3,828.0,527.0,368.0,630.0,191.0,1
4657,3,820.0,564.0,392.0,660.0,191.0,2
4658,3,813.0,573.0,389.0,626.0,210.0,3
4659,3,835.0,528.0,369.0,632.0,194.0,1
4660,3,830.0,565.0,391.0,659.0,180.0,2
4661,3,817.0,572.0,391.0,627.0,216.0,3
4662,3,830.0,521.0,370.0,634.0,200.0,1
4663,3,818.0,569.0,391.0,653.0,183.0,2
4664,3,818.0,574.0,389.0,629.0,214.0,3
4665,3,832.0,527.0,364.0,632.0,202.0,1
4666,3,824.0,568.0,392.0,657.0,181.0,2
4667,3,816.0,571.0,388.0,631.0,216.0,3
4668,3,833.0,527.0,367.0,634.0,202.0,1
4669,3,824.0,568.0,394.0,657.0,187.0,2
4670,3,819.0,573.0,392.0,630.0,219.0,3
4671,3,828.0,529.0,370.0,632.0,200.0,1
4672,3,820.0,568.0,401.0,655.0,183.0,2
4673,3,813.0,568.0,389.0,626.0,215.0,3
4674,3,827.0,524.0,368.0,634.0,201.0,1
4675,3,819.0,564.0,397.0,660.0,187.0,2
4676,3,821.0,568.0,390.0,629.0,211.0,3
4677,3,827.0,528.0,366.0,641.0,199.0,1
4678,3,818.0,568.0,397.0,654.0,184.0,2
4679,3,819.0,571.0,393.0,628.0,215.0,3
4680,3,827.0,520.0,369.0,632.0,196.0,1
4681,3,816.0,566.0,392.0,660.0,183.0,2
4682,3,817.0,571.0,395.0,630.0,220.0,3
4683,3,827.0,525.0,365.0,631.0,197.0,1
4684,3,825.0,569.0,394.0,658.0,193.0,2
4685,3,817.0,570.0,390.0,627.0,214.0,3
4686,3,828.0,527.0,369.0,632.0,193.0,1
4687,3,825.0,564.0,395.0,658.0,189.0,2
4688,3,816.0,574.0,390.0,629.0,218.0,3
4689,3,827.0,524.0,368.0,632.0,194.0,1
4690,3,817.0,565.0,394.0,658.0,191.0,2
4691,3,814.0,568.0,391.0,627.0,218.0,3
4692,3,826.0,527.0,366.0,631.0,199.0,1
4693,3,820.0,563.0,391.0,657.0,177.0,2
4694,3,815.0,572.0,390.0,627.0,217.0,3
4695,3,825.0,530.0,368.0,631.0,200.0,1
4696,3,817.0,567.0,395.0,659.0,184.0,2
4697,3,841.0,571.0,391.0,628.0,218.0,3
4698,3,826.0,527.0,365.0,639.0,201.0,1
4699,3,824.0,568.0,394.0,655.0,190.0,2
4700,3,837.0,571.0,390.0,628.0,219.0,3
4701,3,825.0,526.0,368.0,636.0,200.0,1
4702,3,819.0,568.0,396.0,660.0,181.0,2
4703,3,811.0,573.0,391.0,628.0,215.0,3
4704,3,825.0,521.0,364.0,631.0,200.0,1
4705,3,819.0,569.0,396.0,658.0,180.0,2
4706,3,817.0,569.0,388.0,627.0,212.0,3
4707,3,824.0,522.0,370.0,632.0,199.0,1
4708,3,822.0,566.0,400.0,661.0,179.0,2
4709,3,819.0,570.0,390.0,628.0,214.0,3
4710,3,826.0,523.0,366.0,635.0,194.0,1
4711,3,824.0,567.0,391.0,658.0,184.0,2
4712,3,814.0,571.0,389.0,628.0,217.0,3
4713,3,828.0,522.0,369.0,635.0,196.0,1
4714,3,822.0,568.0,391.0,659.0,184.0,2
4715,3,819.0,571.0,388.0,625.0,216.0,3
4716,3,827.0,526.0,367.0,629.0,197.0,1
4717,3,823.0,566.0,397.0,659.0,188.0,2
4718,3,819.0,569.0,386.0,628.0,211.0,3
4719,3,829.0,521.0,366.0,629.0,194.0,1
4720,3,822.0,564.0,396.0,656.0,189.0,2
4721,3,817.0,571.0,389.0,628.0,214.0,3
4722,3,830.0,523.0,371.0,632.0,198.0,1
4723,3,831.0,567.0,396.0,656.0,179.0,2
4724,3,819.0,569.0,390.0,626.0,219.0,3
4725,3,832.0,525.0,365.0,631.0,199.0,1
4726,3,825.0,568.0,397.0,655.0,189.0,2
4727,3,817.0,569.0,391.0,627.0,216.0,3
4728,3,827.0,530.0,366.0,634.0,198.0,1
4729,3,832.0,567.0,401.0,657.0,180.0,2
4730,3,820.0,572.0,392.0,629.0,214.0,3
4731,3,827.0,522.0,370.0,632.0,194.0,1
4732,3,823.0,568.0,395.0,658.0,188.0,2
4733,3,818.0,571.0,391.0,626.0,215.0,3
4734,3,833.0,523.0,367.0,634.0,195.0,1
4735,3,819.0,567.0,392.0,661.0,180.0,2
4736,3,819.0,571.0,387.0,626.0,218.0,3
4737,3,833.0,524.0,365.0,634.0,192.0,1
4738,3,820.0,566.0,394.0,657.0,189.0,2
4739,3,811.0,571.0,389.0,628.0,219.0,3
4740,3,831.0,527.0,371.0,633.0,192.0,1
4741,3,820.0,567.0,399.0,658.0,186.0,2
4742,3,817.0,570.0,388.0,626.0,220.0,3
4743,3,828.0,521.0,369.0,631.0,195.0,1
4744,3,824.0,567.0,400.0,660.0,182.0,2
4745,3,818.0,569.0,390.0,626.0,215.0,3
4746,3,832.0,524.0,365.0,629.0,202.0,1
4747,3,818.0,568.0,398.0,658.0,187.0,2
4748,3,815.0,571.0,388.0,627.0,215.0,3
4749,3,831.0,525.0,371.0,630.0,200.0,1
4750,3,823.0,566.0,393.0,657.0,185.0,2
4751,3,814.0,570.0,391.0,627.0,220.0,3
4752,3,835.0,520.0,365.0,633.0,193.0,1
4753,3,823.0,568.0,394.0,655.0,184.0,2
4754,3,815.0,569.0,391.0,629.0,220.0,3
4755,3,833.0,524.0,372.0,630.0,195.0,1
4756,3,823.0,567.0,397.0,656.0,189.0,2
4757,3,814.0,571.0,392.0,628.0,221.0,3
4758,3,830.0,524.0,367.0,633.0,196.0,1
4759,3,827.0,568.0,399.0,657.0,184.0,2
4760,3,814.0,572.0,391.0,628.0,219.0,3
4761,3,830.0,526.0,369.0,633.0,198.0,1
4762,3,840.0,568.0,397.0,654.0,185.0,2
4763,3,817.0,570.0,391.0,631.0,215.0,3
4764,3,832.0,527.0,366.0,631.0,199.0,1
4765,3,819.0,567.0,391.0,658.0,180.0,2
4766,3,818.0,575.0,390.0,628.0,210.0,3
4767,3,830.0,526.0,370.0,635.0,198.0,1
4768,3,823.0,569.0,395.0,656.0,181.0,2
4769,3,817.0,570.0,390.0,633.0,211.0,3
4770,3,831.0,524.0,371.0,631.0,200.0,1
4771,3,821.0,567.0,396.0,658.0,194.0,2
4772,3,818.0,571.0,392.0,629.0,214.0,3
4773,3,828.0,529.0,365.0,632.0,201.0,1
4774,3,823.0,568.0,393.0,658.0,178.0,2
4775,3,814.0,572.0,392.0,628.0,216.0,3
4776,3,831.0,522.0,365.0,630.0,196.0,1
4777,3,822.0,569.0,395.0,659.0,186.0,2
4778,3,812.0,572.0,393.0,625.0,222.0,3
4779,3,830.0,521.0,368.0,630.0,192.0,1
4780,3,822.0,568.0,397.0,660.0,186.0,2
4781,3,814.0,571.0,391.0,624.0,219.0,3
4782,3,838.0,527.0,364.0,632.0,194.0,1
4783,3,829.0,568.0,403.0,659.0,187.0,2
4784,3,815.0,568.0,392.0,626.0,215.0,3
4785,3,832.0,527.0,369.0,632.0,201.0,1
4786,3,821.0,568.0,398.0,658.0,192.0,2
4787,3,814.0,571.0,393.0,628.0,212.0,3
4788,3,832.0,527.0,366.0,632.0,201.0,1
4789,3,822.0,568.0,396.0,664.0,188.0,2
4790,3,814.0,573.0,395.0,634.0,214.0,3
4791,3,828.0,528.0,368.0,634.0,198.0,1
4792,3,827.0,569.0,399.0,661.0,186.0,2
4793,3,813.0,575.0,391.0,626.0,217.0,3
4794,3,834.0,525.0,365.0,630.0,204.0,1
4795,3,827.0,568.0,399.0,658.0,185.0,2
4796,3,814.0,573.0,388.0,629.0,212.0,3
4797,3,828.0,522.0,369.0,634.0,198.0,1
4798,3,823.0,569.0,393.0,658.0,184.0,2
4799,3,816.0,573.0,389.0,627.0,212.0,3
4800,3,827.0,527.0,370.0,633.0,194.0,1
4801,3,825.0,567.0,397.0,657.0,190.0,2
4802,3,818.0,571.0,391.0,627.0,214.0,3
4803,3,830.0,525.0,368.0,636.0,195.0,1
4804,3,828.0,568.0,399.0,662.0,191.0,2
4805,3,814.0,568.0,390.0,629.0,215.0,3
4806,3,828.0,526.0,371.0,634.0,195.0,1
4807,3,825.0,566.0,391.0,656.0,179.0,2
4808,3,815.0,572.0,389.0,631.0,212.0,3
4809,3,827.0,525.0,367.0,636.0,200.0,1
4810,3,820.0,568.0,391.0,659.0,192.0,2
4811,3,815.0,572.0,391.0,629.0,216.0,3
4812,3,828.0,529.0,364.0,632.0,201.0,1
4813,3,826.0,565.0,401.0,660.0,191.0,2
4814,3,819.0,571.0,388.0,625.0,217.0,3
4815,3,826.0,525.0,370.0,632.0,199.0,1
4816,3,828.0,569.0,400.0,657.0,180.0,2
4817,3,817.0,571.0,391.0,626.0,219.0,3
4818,3,829.0,525.0,367.0,634.0,193.0,1
4819,3,826.0,568.0,395.0,661.0,190.0,2
4820,3,819.0,572.0,389.0,628.0,216.0,3
4821,3,825.0,527.0,365.0,633.0,196.0,1
4822,3,828.0,568.0,398.0,656.0,182.0,2
4823,3,816.0,569.0,390.0,628.0,213.0,3
4824,3,827.0,522.0,371.0,630.0,190.0,1
4825,3,825.0,568.0,391.0,658.0,185.0,2
4826,3,812.0,573.0,393.0,629.0,213.0,3
4827,3,829.0,525.0,367.0,632.0,194.0,1
4828,3,825.0,566.0,398.0,658.0,189.0,2
4829,3,814.0,570.0,390.0,625.0,212.0,3
